year,round,race_name,circuit_id,date,driver_id,constructor_id,quali_position,q1_time,q2_time,q3_time
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,norris,mclaren,9,1:38.606,1:37.572,1:38.329
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,perez,racing_point,10,1:39.909,1:38.520,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,giovinazzi,alfa,11,1:39.272,1:38.697,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,gasly,toro_rosso,12,1:39.085,1:38.699,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,raikkonen,alfa,13,1:39.454,1:38.858,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,kevin_magnussen,haas,14,1:39.942,1:39.650,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,kvyat,toro_rosso,15,1:39.957,,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,stroll,racing_point,16,1:39.979,,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,grosjean,haas,17,1:40.277,,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,russell,williams,18,1:40.867,,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,kubica,williams,19,1:41.186,,
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,ricciardo,renault,20,,,
2019,16,Russian Grand Prix,sochi,2019-09-29,leclerc,ferrari,1,1:33.613,1:32.434,1:31.628
2019,16,Russian Grand Prix,sochi,2019-09-29,hamilton,mercedes,2,1:33.230,1:33.134,1:32.030
2019,16,Russian Grand Prix,sochi,2019-09-29,vettel,ferrari,3,1:33.032,1:32.536,1:32.053
2019,16,Russian Grand Prix,sochi,2019-09-29,max_verstappen,red_bull,4,1:33.368,1:32.634,1:32.310
2019,16,Russian Grand Prix,sochi,2019-09-29,bottas,mercedes,5,1:33.413,1:33.281,1:32.632
2019,16,Russian Grand Prix,sochi,2019-09-29,sainz,mclaren,6,1:34.184,1:33.807,1:33.222
2019,16,Russian Grand Prix,sochi,2019-09-29,hulkenberg,renault,7,1:34.236,1:33.898,1:33.289
2019,16,Russian Grand Prix,sochi,2019-09-29,norris,mclaren,8,1:34.201,1:33.725,1:33.301
2019,16,Russian Grand Prix,sochi,2019-09-29,grosjean,haas,9,1:34.283,1:33.643,1:33.517
2019,16,Russian Grand Prix,sochi,2019-09-29,ricciardo,renault,10,1:34.138,1:33.862,1:33.661
2019,16,Russian Grand Prix,sochi,2019-09-29,gasly,toro_rosso,11,1:34.456,1:33.950,
2019,16,Russian Grand Prix,sochi,2019-09-29,perez,racing_point,12,1:34.336,1:33.958,
2019,16,Russian Grand Prix,sochi,2019-09-29,giovinazzi,alfa,13,1:34.755,1:34.037,
2019,16,Russian Grand Prix,sochi,2019-09-29,kevin_magnussen,haas,14,1:33.889,1:34.082,
2019,16,Russian Grand Prix,sochi,2019-09-29,stroll,racing_point,15,1:34.287,1:34.233,
2019,16,Russian Grand Prix,sochi,2019-09-29,raikkonen,alfa,16,1:34.840,,
2019,16,Russian Grand Prix,sochi,2019-09-29,russell,williams,17,1:35.356,,
2019,16,Russian Grand Prix,sochi,2019-09-29,kubica,williams,18,1:36.474,,
2019,16,Russian Grand Prix,sochi,2019-09-29,albon,red_bull,19,1:39.197,,
2019,16,Russian Grand Prix,sochi,2019-09-29,kvyat,toro_rosso,20,1:39.544,,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,vettel,ferrari,1,1:28.988,1:28.174,1:27.064
2019,17,Japanese Grand Prix,suzuka,2019-10-13,leclerc,ferrari,2,1:28.405,1:28.179,1:27.253
2019,17,Japanese Grand Prix,suzuka,2019-10-13,bottas,mercedes,3,1:28.896,1:27.688,1:27.293
2019,17,Japanese Grand Prix,suzuka,2019-10-13,hamilton,mercedes,4,1:28.735,1:27.826,1:27.302
2019,17,Japanese Grand Prix,suzuka,2019-10-13,max_verstappen,red_bull,5,1:28.754,1:28.499,1:27.851
2019,17,Japanese Grand Prix,suzuka,2019-10-13,albon,red_bull,6,1:29.351,1:28.156,1:27.851
2019,17,Japanese Grand Prix,suzuka,2019-10-13,sainz,mclaren,7,1:29.018,1:28.577,1:28.304
2019,17,Japanese Grand Prix,suzuka,2019-10-13,norris,mclaren,8,1:28.873,1:28.571,1:28.464
2019,17,Japanese Grand Prix,suzuka,2019-10-13,gasly,toro_rosso,9,1:29.411,1:28.779,1:28.836
2019,17,Japanese Grand Prix,suzuka,2019-10-13,grosjean,haas,10,1:29.572,1:29.144,1:29.341
2019,17,Japanese Grand Prix,suzuka,2019-10-13,giovinazzi,alfa,11,1:29.604,1:29.254,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,stroll,racing_point,12,1:29.594,1:29.345,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,raikkonen,alfa,13,1:29.636,1:29.358,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,kvyat,toro_rosso,14,1:29.723,1:29.563,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,hulkenberg,renault,15,1:29.619,1:30.112,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,ricciardo,renault,16,1:29.822,,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,perez,racing_point,17,1:30.344,,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,russell,williams,18,1:30.364,,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,kevin_magnussen,haas,19,,,
2019,17,Japanese Grand Prix,suzuka,2019-10-13,kubica,williams,20,,,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,max_verstappen,red_bull,1,1:15.949,1:16.136,1:14.758
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,leclerc,ferrari,2,1:16.364,1:16.219,1:15.024
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,vettel,ferrari,3,1:16.696,1:15.914,1:15.170
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,hamilton,mercedes,4,1:16.424,1:15.721,1:15.262
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,albon,red_bull,5,1:16.175,1:16.574,1:15.336
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,bottas,mercedes,6,1:17.062,1:15.852,1:15.338
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,sainz,mclaren,7,1:17.044,1:16.267,1:16.014
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,norris,mclaren,8,1:17.092,1:16.447,1:16.322
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,kvyat,toro_rosso,9,1:17.041,1:16.657,1:16.469
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,gasly,toro_rosso,10,1:17.065,1:16.679,1:16.586
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,perez,racing_point,11,1:17.465,1:16.687,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,hulkenberg,renault,12,1:17.608,1:16.885,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,ricciardo,renault,13,1:17.270,1:16.933,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,raikkonen,alfa,14,1:17.225,1:16.967,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,giovinazzi,alfa,15,1:17.794,1:17.269,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,stroll,racing_point,16,1:18.065,,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,kevin_magnussen,haas,17,1:18.436,,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,grosjean,haas,18,1:18.599,,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,russell,williams,19,1:18.823,,
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,kubica,williams,20,1:20.179,,
2019,19,United States Grand Prix,americas,2019-11-03,bottas,mercedes,1,1:33.750,1:33.160,1:32.029
2019,19,United States Grand Prix,americas,2019-11-03,vettel,ferrari,2,1:33.766,1:33.782,1:32.041
2019,19,United States Grand Prix,americas,2019-11-03,max_verstappen,red_bull,3,1:33.549,1:33.120,1:32.096
2019,19,United States Grand Prix,americas,2019-11-03,leclerc,ferrari,4,1:33.988,1:32.760,1:32.137
2019,19,United States Grand Prix,americas,2019-11-03,hamilton,mercedes,5,1:33.454,1:33.045,1:32.321
2019,19,United States Grand Prix,americas,2019-11-03,albon,red_bull,6,1:33.984,1:32.898,1:32.548
2019,19,United States Grand Prix,americas,2019-11-03,sainz,mclaren,7,1:33.916,1:33.422,1:32.847
2019,19,United States Grand Prix,americas,2019-11-03,norris,mclaren,8,1:33.353,1:33.316,1:33.175
2019,19,United States Grand Prix,americas,2019-11-03,ricciardo,renault,9,1:33.835,1:33.608,1:33.488
2019,19,United States Grand Prix,americas,2019-11-03,gasly,toro_rosso,10,1:33.556,1:33.715,1:33.601
2019,19,United States Grand Prix,americas,2019-11-03,hulkenberg,renault,11,1:34.092,1:33.815,
2019,19,United States Grand Prix,americas,2019-11-03,kevin_magnussen,haas,12,1:33.812,1:33.979,
2019,19,United States Grand Prix,americas,2019-11-03,kvyat,toro_rosso,13,1:34.138,1:33.989,
2019,19,United States Grand Prix,americas,2019-11-03,stroll,racing_point,14,1:33.921,1:34.100,
2019,19,United States Grand Prix,americas,2019-11-03,grosjean,haas,15,1:34.161,1:34.158,
2019,19,United States Grand Prix,americas,2019-11-03,giovinazzi,alfa,16,1:34.226,,
2019,19,United States Grand Prix,americas,2019-11-03,raikkonen,alfa,17,1:34.369,,
2019,19,United States Grand Prix,americas,2019-11-03,russell,williams,18,1:35.372,,
2019,19,United States Grand Prix,americas,2019-11-03,perez,racing_point,19,1:35.808,,
2019,19,United States Grand Prix,americas,2019-11-03,kubica,williams,20,1:35.889,,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,max_verstappen,red_bull,1,1:08.242,1:07.503,1:07.508
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,vettel,ferrari,2,1:08.556,1:08.050,1:07.631
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,hamilton,mercedes,3,1:08.614,1:08.088,1:07.699
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,leclerc,ferrari,4,1:08.496,1:07.888,1:07.728
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,bottas,mercedes,5,1:08.545,1:08.232,1:07.874
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,albon,red_bull,6,1:08.503,1:08.117,1:07.935
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,gasly,toro_rosso,7,1:08.909,1:08.770,1:08.837
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,grosjean,haas,8,1:09.197,1:08.705,1:08.854
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,raikkonen,alfa,9,1:09.276,1:08.858,1:08.984
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,kevin_magnussen,haas,10,1:08.875,1:08.803,1:09.037
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,norris,mclaren,11,1:08.891,1:08.868,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,ricciardo,renault,12,1:09.086,1:08.903,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,giovinazzi,alfa,13,1:09.175,1:08.919,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,hulkenberg,renault,14,1:09.050,1:08.921,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,perez,racing_point,15,1:09.288,1:09.035,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,kvyat,toro_rosso,16,1:09.320,,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,stroll,racing_point,17,1:09.536,,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,russell,williams,18,1:10.126,,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,kubica,williams,19,1:10.614,,
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,sainz,mclaren,20,,,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,hamilton,mercedes,1,1:35.851,1:35.634,1:34.779
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,bottas,mercedes,2,1:36.200,1:35.674,1:34.973
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,max_verstappen,red_bull,3,1:36.390,1:36.275,1:35.139
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,leclerc,ferrari,4,1:36.478,1:35.543,1:35.219
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,vettel,ferrari,5,1:36.963,1:35.786,1:35.339
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,albon,red_bull,6,1:36.102,1:36.718,1:35.682
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,norris,mclaren,7,1:37.545,1:36.764,1:36.436
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,ricciardo,renault,8,1:37.106,1:36.785,1:36.456
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,sainz,mclaren,9,1:37.358,1:36.308,1:36.459
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,hulkenberg,renault,10,1:37.506,1:36.859,1:36.710
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,perez,racing_point,11,1:36.961,1:37.055,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,gasly,toro_rosso,12,1:37.198,1:37.089,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,stroll,racing_point,13,1:37.528,1:37.103,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,kvyat,toro_rosso,14,1:37.683,1:37.141,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,kevin_magnussen,haas,15,1:37.710,1:37.254,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,grosjean,haas,16,1:38.051,,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,giovinazzi,alfa,17,1:38.114,,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,raikkonen,alfa,18,1:38.383,,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,russell,williams,19,1:38.717,,
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,kubica,williams,20,1:39.236,,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,bottas,mercedes,1,1:04.111,1:03.015,1:02.939
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,hamilton,mercedes,2,1:04.198,1:03.096,1:02.951
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,max_verstappen,red_bull,3,1:04.024,1:04.000,1:03.477
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,norris,mclaren,4,1:04.606,1:03.819,1:03.626
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,albon,red_bull,5,1:04.661,1:03.746,1:03.868
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,perez,racing_point,6,1:04.543,1:03.860,1:03.868
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,leclerc,ferrari,7,1:04.500,1:04.041,1:03.923
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,sainz,mclaren,8,1:04.537,1:03.971,1:03.971
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,stroll,racing_point,9,1:04.309,1:03.955,1:04.029
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,ricciardo,renault,10,1:04.556,1:04.023,1:04.239
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,vettel,ferrari,11,1:04.554,1:04.206,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,gasly,alphatauri,12,1:04.603,1:04.305,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,kvyat,alphatauri,13,1:05.031,1:04.431,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,ocon,renault,14,1:04.933,1:04.643,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,grosjean,haas,15,1:05.094,1:04.691,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,kevin_magnussen,haas,16,1:05.164,,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,russell,williams,17,1:05.167,,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,giovinazzi,alfa,18,1:05.175,,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,raikkonen,alfa,19,1:05.224,,
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,latifi,williams,20,1:05.757,,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,hamilton,mercedes,1,1:18.188,1:17.825,1:19.273
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,max_verstappen,red_bull,2,1:18.297,1:17.938,1:20.489
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,sainz,mclaren,3,1:18.590,1:18.836,1:20.671
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,bottas,mercedes,4,1:18.791,1:18.657,1:20.701
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,ocon,renault,5,1:19.687,1:18.764,1:20.922
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,norris,mclaren,6,1:18.504,1:18.448,1:20.925
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,albon,red_bull,7,1:20.882,1:19.014,1:21.011
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,gasly,alphatauri,8,1:20.192,1:18.744,1:21.028
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,ricciardo,renault,9,1:19.662,1:19.229,1:21.192
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,vettel,ferrari,10,1:20.243,1:19.545,1:21.651
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,leclerc,ferrari,11,1:20.871,1:19.628,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,russell,williams,12,1:20.382,1:19.636,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,stroll,racing_point,13,1:19.697,1:19.645,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,kvyat,alphatauri,14,1:19.824,1:19.717,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,kevin_magnussen,haas,15,1:21.140,1:20.211,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,raikkonen,alfa,16,1:21.140,,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,perez,racing_point,17,1:21.607,,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,latifi,williams,18,1:21.759,,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,giovinazzi,alfa,19,1:21.831,,
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,grosjean,haas,20,,,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,hamilton,mercedes,1,1:14.907,1:14.261,1:13.447
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,bottas,mercedes,2,1:15.474,1:14.530,1:13.554
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,stroll,racing_point,3,1:14.895,1:15.176,1:14.377
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,perez,racing_point,4,1:14.681,1:15.394,1:14.545
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,vettel,ferrari,5,1:15.455,1:15.131,1:14.774
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,leclerc,ferrari,6,1:15.793,1:15.006,1:14.817
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,max_verstappen,red_bull,7,1:15.495,1:14.976,1:14.849
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,norris,mclaren,8,1:15.444,1:15.085,1:14.966
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,sainz,mclaren,9,1:15.281,1:15.267,1:15.027
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,gasly,alphatauri,10,1:15.767,1:15.508,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,ricciardo,renault,11,1:15.848,1:15.661,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,russell,williams,12,1:15.585,1:15.698,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,albon,red_bull,13,1:15.722,1:15.715,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,ocon,renault,14,1:15.719,1:15.742,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,latifi,williams,15,1:16.105,1:16.544,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,kevin_magnussen,haas,16,1:16.152,,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,kvyat,alphatauri,17,1:16.204,,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,grosjean,haas,18,1:16.407,,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,giovinazzi,alfa,19,1:16.506,,
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,raikkonen,alfa,20,1:16.614,,
2020,4,British Grand Prix,silverstone,2020-08-02,hamilton,mercedes,1,1:25.900,1:25.347,1:24.303
2020,4,British Grand Prix,silverstone,2020-08-02,bottas,mercedes,2,1:25.801,1:25.015,1:24.616
2020,4,British Grand Prix,silverstone,2020-08-02,max_verstappen,red_bull,3,1:26.115,1:26.144,1:25.325
2020,4,British Grand Prix,silverstone,2020-08-02,leclerc,ferrari,4,1:26.550,1:26.203,1:25.427
2020,4,British Grand Prix,silverstone,2020-08-02,norris,mclaren,5,1:26.855,1:26.420,1:25.782
2020,4,British Grand Prix,silverstone,2020-08-02,stroll,racing_point,6,1:26.243,1:26.501,1:25.839
2020,4,British Grand Prix,silverstone,2020-08-02,sainz,mclaren,7,1:26.715,1:26.149,1:25.965
2020,4,British Grand Prix,silverstone,2020-08-02,ricciardo,renault,8,1:26.677,1:26.339,1:26.009
2020,4,British Grand Prix,silverstone,2020-08-02,ocon,renault,9,1:26.396,1:26.252,1:26.209
2020,4,British Grand Prix,silverstone,2020-08-02,vettel,ferrari,10,1:26.469,1:26.455,1:26.339
2020,4,British Grand Prix,silverstone,2020-08-02,gasly,alphatauri,11,1:26.343,1:26.501,
2020,4,British Grand Prix,silverstone,2020-08-02,albon,red_bull,12,1:26.565,1:26.545,
2020,4,British Grand Prix,silverstone,2020-08-02,hulkenberg,racing_point,13,1:26.327,1:26.566,
2020,4,British Grand Prix,silverstone,2020-08-02,kvyat,alphatauri,14,1:26.774,1:26.744,
2020,4,British Grand Prix,silverstone,2020-08-02,russell,williams,15,1:26.732,1:27.092,
2020,4,British Grand Prix,silverstone,2020-08-02,kevin_magnussen,haas,16,1:27.158,,
2020,4,British Grand Prix,silverstone,2020-08-02,giovinazzi,alfa,17,1:27.164,,
2020,4,British Grand Prix,silverstone,2020-08-02,raikkonen,alfa,18,1:27.366,,
2020,4,British Grand Prix,silverstone,2020-08-02,grosjean,haas,19,1:27.643,,
2020,4,British Grand Prix,silverstone,2020-08-02,latifi,williams,20,1:27.705,,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,bottas,mercedes,1,1:26.738,1:25.785,1:25.154
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,hamilton,mercedes,2,1:26.818,1:26.266,1:25.217
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,hulkenberg,racing_point,3,1:27.279,1:26.261,1:26.082
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,max_verstappen,red_bull,4,1:27.154,1:26.779,1:26.176
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,ricciardo,renault,5,1:27.442,1:26.636,1:26.297
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,stroll,racing_point,6,1:27.187,1:26.674,1:26.428
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,gasly,alphatauri,7,1:27.154,1:26.523,1:26.534
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,leclerc,ferrari,8,1:27.427,1:26.709,1:26.614
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,albon,red_bull,9,1:27.153,1:26.642,1:26.669
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,norris,mclaren,10,1:27.217,1:26.885,1:26.778
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,ocon,renault,11,1:27.278,1:27.011,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,vettel,ferrari,12,1:27.612,1:27.078,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,sainz,mclaren,13,1:27.450,1:27.083,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,grosjean,haas,14,1:27.519,1:27.254,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,russell,williams,15,1:27.757,1:27.455,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,kvyat,alphatauri,16,1:27.882,,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,kevin_magnussen,haas,17,1:28.236,,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,latifi,williams,18,1:28.430,,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,giovinazzi,alfa,19,1:28.433,,
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,raikkonen,alfa,20,1:28.493,,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,hamilton,mercedes,1,1:16.872,1:16.013,1:15.584
2020,6,Spanish Grand Prix,catalunya,2020-08-16,bottas,mercedes,2,1:17.243,1:16.152,1:15.643
2020,6,Spanish Grand Prix,catalunya,2020-08-16,max_verstappen,red_bull,3,1:17.213,1:16.518,1:16.292
2020,6,Spanish Grand Prix,catalunya,2020-08-16,perez,racing_point,4,1:17.117,1:16.936,1:16.482
2020,6,Spanish Grand Prix,catalunya,2020-08-16,stroll,racing_point,5,1:17.316,1:16.666,1:16.589
2020,6,Spanish Grand Prix,catalunya,2020-08-16,albon,red_bull,6,1:17.419,1:17.163,1:17.029
2020,6,Spanish Grand Prix,catalunya,2020-08-16,sainz,mclaren,7,1:17.438,1:16.876,1:17.044
2020,6,Spanish Grand Prix,catalunya,2020-08-16,norris,mclaren,8,1:17.577,1:17.166,1:17.084
2020,6,Spanish Grand Prix,catalunya,2020-08-16,leclerc,ferrari,9,1:17.256,1:16.953,1:17.087
2020,6,Spanish Grand Prix,catalunya,2020-08-16,gasly,alphatauri,10,1:17.356,1:16.800,1:17.136
2020,6,Spanish Grand Prix,catalunya,2020-08-16,vettel,ferrari,11,1:17.573,1:17.168,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,kvyat,alphatauri,12,1:17.676,1:17.192,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,ricciardo,renault,13,1:17.667,1:17.198,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,raikkonen,alfa,14,1:17.797,1:17.386,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,ocon,renault,15,1:17.765,1:17.567,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,kevin_magnussen,haas,16,1:17.908,,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,grosjean,haas,17,1:18.089,,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,russell,williams,18,1:18.099,,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,latifi,williams,19,1:18.532,,
2020,6,Spanish Grand Prix,catalunya,2020-08-16,giovinazzi,alfa,20,1:18.697,,
2020,7,Belgian Grand Prix,spa,2020-08-30,hamilton,mercedes,1,1:42.323,1:42.014,1:41.252
2020,7,Belgian Grand Prix,spa,2020-08-30,bottas,mercedes,2,1:42.534,1:42.126,1:41.763
2020,7,Belgian Grand Prix,spa,2020-08-30,max_verstappen,red_bull,3,1:43.197,1:42.473,1:41.778
2020,7,Belgian Grand Prix,spa,2020-08-30,ricciardo,renault,4,1:43.309,1:42.487,1:42.061
2020,7,Belgian Grand Prix,spa,2020-08-30,albon,red_bull,5,1:43.418,1:42.193,1:42.264
2020,7,Belgian Grand Prix,spa,2020-08-30,ocon,renault,6,1:43.505,1:42.534,1:42.396
